HP:0000001	C0444868	All
HP:0045060	C4073181	Aplasia/hypoplasia involving bones of the extremities
HP:0045061	C4073182	Decreased carnitine level in liver
HP:0045063	C1112467	Increased PIVKA-II
HP:0100000	C4022392	Early onset of sexual maturation
HP:0100001	C0345967	Malignant mesothelioma
HP:0100002	C0812413	Pleural mesothelioma
HP:0100003	C0346109	Peritoneal mesothelioma
HP:0100004	C1335381	Pericardial mesothelioma
HP:0100005	C4022391	Testicular mesothelioma
HP:0100006	C0085136	Neoplasm of the central nervous system
HP:0100007	C0031118	Neoplasm of the peripheral nervous system
HP:0100008	C0027809	Schwannoma
HP:0100009	C0349604	Intracranial meningioma
HP:0100010	C0347515	Spinal meningioma
HP:0100011	C4022390	Scleral schwannoma
HP:0100012	C0015414	Neoplasm of the eye
HP:0100013	C1458155	Neoplasm of the breast
HP:0100014	C0339543	Epiretinal membrane
HP:0100015	C1862689	Stahl ear
HP:0100016	C4022389	Abnormality of mesentery morphology
HP:0100017	C0339352	Capsular cataract
HP:0100018	C0392557	Nuclear cataract
HP:0100019	C0271160	Cortical cataract
HP:0100020	C4022388	Posterior capsular cataract
HP:0100021	C0007789	Cerebral palsy
HP:0100022	C0026650	Abnormality of movement
HP:0100023	C4022387	Recurrent hand flapping
HP:0100024	C4021029	Conspicuously happy disposition
HP:0100025	C4022386	Overfriendliness
HP:0100026	C0003857	Arteriovenous malformation
HP:0100027	C0149521	Recurrent pancreatitis
HP:0100028	C0266283	Ectopic thyroid
HP:0100029	C0266284	Lingual thyroid
HP:0100030	C4022385	Accessory ectopic thyroid tissue
HP:0100031	C0040136	Neoplasm of the thyroid gland
HP:0100033	C2169806	Tics
HP:0100034	C0751900	Motor tics
HP:0100035	C0751901	Phonic tics
HP:0100036	C4021028	Pseudo-fractures
HP:0100037	C4022384	Abnormality of the scalp hair
HP:0100038	C4022383	Slow-growing scalp hair
HP:0100039	C4022382	Thickened cortex of bones
HP:0100040	C4022381	Broad 2nd toe
HP:0100041	C4022380	Broad 3rd toe
HP:0100042	C4022379	Broad 4th toe
HP:0100043	C4022378	Broad 5th toe
HP:0100044	C4022377	Absent epiphyses of the 2nd toe
HP:0100045	C4022376	Bracket epiphyses of the 2nd toe
HP:0100046	C4022375	Cone-shaped epiphyses of the 2nd toe
HP:0100047	C4022374	Enlarged epiphyses of the 2nd toe
HP:0100048	C4022373	Fragmentation of the epiphyses of the 2nd toe
HP:0100049	C4022372	Irregular epiphyses of the 2nd toe
HP:0100050	C4022371	Ivory epiphyses of the 2nd toe
HP:0100051	C4022370	Pseudoepiphyses of the 2nd toe
HP:0100052	C4022369	Small epiphyses of the 2nd toe
HP:0100053	C4022368	Stippling of the epiphyses of the 2nd toe
HP:0100054	C4022367	Triangular epiphyses of the 2nd toe
HP:0100055	C4022366	Absent epiphyses of the 3rd toe
HP:0100056	C4022365	Bracket epiphyses of the 3rd toe
HP:0100057	C4022364	Cone-shaped epiphyses of the 3rd toe
HP:0100058	C4022363	Enlarged epiphyses of the 3rd toe
HP:0100059	C4022362	Fragmentation of the epiphyses of the 3rd toe
HP:0100060	C4022361	Irregular epiphyses of the 3rd toe
HP:0100061	C4022360	Ivory epiphyses of the 3rd toe
HP:0100062	C4022359	Pseudoepiphyses of the 3rd toe
HP:0100063	C4022358	Small epiphyses of the 3rd toe
HP:0100064	C4022357	Stippling of the epiphyses of the 3rd toe
HP:0100065	C4022356	Triangular epiphyses of the 3rd toe
HP:0100066	C4022355	Absent epiphyses of the 4th toe
HP:0100067	C4022354	Bracket epiphyses of the 4th toe
HP:0100068	C4022353	Cone-shaped epiphyses of the 4th toe
HP:0100069	C4022352	Enlarged epiphyses of the 4th toe
HP:0100070	C4022351	Fragmentation of the epiphyses of the 4th toe
HP:0100071	C4022350	Irregular epiphyses of the 4th toe
HP:0100072	C4022349	Ivory epiphyses of the 4th toe
HP:0100073	C4022348	Pseudoepiphyses of the 4th toe
HP:0100074	C4022347	Small epiphyses of the 4th toe
HP:0100075	C4022346	Stippling of the epiphyses of the 4th toe
HP:0100076	C4022345	Triangular epiphyses of the 4th toe
HP:0100077	C4022344	Absent epiphyses of the 5th toe
HP:0100078	C4022343	Bracket epiphyses of the 5th toe
HP:0100079	C4022342	Cone-shaped epiphyses of the 5th toe
HP:0100080	C4022341	Enlarged epiphyses of the 5th toe
HP:0100081	C4022340	Fragmentation of the epiphyses of the 5th toe
HP:0100082	C4022339	Irregular epiphyses of the 5th toe
HP:0100083	C4022338	Ivory epiphyses of the 5th toe
HP:0100084	C4022337	Pseudoepiphyses of the 5th toe
HP:0100085	C4022336	Small epiphyses of the 5th toe
HP:0100086	C4022335	Stippling of the epiphyses of the 5th toe
HP:0100087	C4022334	Triangular epiphyses of the 5th toe
HP:0100088	C4022333	Abnormality of the epiphysis of the distal phalanx of the 2nd toe
HP:0100089	C4022332	Abnormality of the epiphysis of the middle phalanx of the 2nd toe
HP:0100090	C4022331	Abnormality of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100091	C4022330	Abnormality of the epiphysis of the distal phalanx of the 3rd toe
HP:0100092	C4022329	Abnormality of the epiphysis of the middle phalanx of the 3rd toe
HP:0100093	C4022328	Abnormality of the epiphysis of the proximal phalanx of the 3rd toe
HP:0100094	C4022327	Abnormality of the epiphysis of the distal phalanx of the 4th toe
HP:0100095	C4022326	Abnormality of the epiphysis of the middle phalanx of the 4th toe
HP:0100096	C4022325	Abnormality of the epiphysis of the proximal phalanx of the 4th toe
HP:0100097	C4022324	Abnormality of the epiphysis of the distal phalanx of the 5th toe
HP:0100098	C4022323	Abnormality of the epiphysis of the middle phalanx of the 5th toe
HP:0100099	C4022322	Abnormality of the epiphysis of the proximal phalanx of the 5th toe
HP:0100100	C4022321	Absent epiphysis of the distal phalanx of the 2nd toe
HP:0100101	C4022320	Bracket epiphysis of the distal phalanx of the 2nd toe
HP:0100102	C4022319	Cone-shaped epiphysis of the distal phalanx of the 2nd toe
HP:0100103	C4022318	Enlarged epiphysis of the distal phalanx of the 2nd toe
HP:0100104	C4022317	Fragmentation of the epiphysis of the distal phalanx of the 2nd toe
HP:0100105	C4022316	Irregular epiphysis of the distal phalanx of the 2nd toe
HP:0100106	C4022315	Ivory epiphysis of the distal phalanx of the 2nd toe
HP:0100107	C4022314	Pseudoepiphysis of the distal phalanx of the 2nd toe
HP:0100108	C4022313	Small epiphysis of the distal phalanx of the 2nd toe
HP:0100109	C4022312	Stippling of the epiphysis of the distal phalanx of the 2nd toe
HP:0100110	C4022311	Triangular epiphysis of the distal phalanx of the 2nd toe
HP:0100111	C4022310	Absent epiphysis of the middle phalanx of the 2nd toe
HP:0100112	C4022309	Bracket epiphysis of the middle phalanx of the 2nd toe
HP:0100113	C4022308	Cone-shaped epiphysis of the middle phalanx of the 2nd toe
HP:0100114	C4022307	Enlarged epiphysis of the middle phalanx of the 2nd toe
HP:0100115	C4022306	Fragmentation of the epiphysis of the middle phalanx of the 2nd toe
HP:0100116	C4022305	Irregular epiphysis of the middle phalanx of the 2nd toe
HP:0100117	C4022304	Ivory epiphysis of the middle phalanx of the 2nd toe
HP:0100118	C4022303	Pseudoepiphysis of the middle phalanx of the 2nd toe
HP:0100119	C4022302	Small epiphysis of the middle phalanx of the 2nd toe
HP:0100120	C4022301	Stippling of the epiphysis of the middle phalanx of the 2nd toe
HP:0100121	C4022300	Triangular epiphysis of the middle phalanx of the 2nd toe
HP:0100122	C4022299	Absent epiphysis of the proximal phalanx of the 2nd toe
HP:0100123	C4022298	Bracket epiphysis of the proximal phalanx of the 2nd toe
HP:0100124	C4022297	Cone-shaped epiphysis of the proximal phalanx of the 2nd toe
HP:0100125	C4022296	Enlarged epiphysis of the proximal phalanx of the 2nd toe
HP:0100126	C4022295	Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100127	C4022294	Irregular epiphysis of the proximal phalanx of the 2nd toe
HP:0100128	C4022293	Ivory epiphysis of the proximal phalanx of the 2nd toe
HP:0100129	C4022292	Pseudoepiphysis of the proximal phalanx of the 2nd toe
HP:0100130	C4022291	Small epiphysis of the proximal phalanx of the 2nd toe
HP:0100131	C4022290	Stippling of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100132	C4022289	Triangular epiphysis of the proximal phalanx of the 2nd toe
HP:0100133	C4022288	Abnormality of the pubic hair
HP:0100134	C4022287	Abnormality of the axillary hair
HP:0100135	C4022286	Absent epiphysis of the distal phalanx of the 3rd toe
HP:0100136	C4022285	Bracket epiphysis of the distal phalanx of the 3rd toe
HP:0100137	C4022284	Cone-shaped epiphysis of the distal phalanx of the 3rd toe
HP:0100138	C4022283	Enlarged epiphysis of the distal phalanx of the 3rd toe
HP:0100139	C4022282	Fragmentation of the epiphysis of the distal phalanx of the 3rd toe
HP:0100140	C4022281	Irregular epiphysis of the distal phalanx of the 3rd toe
HP:0100141	C4022280	Ivory epiphysis of the distal phalanx of the 3rd toe
HP:0100142	C4022279	Pseudoepiphysis of the distal phalanx of the 3rd toe
HP:0100143	C4022278	Small epiphysis of the distal phalanx of the 3rd toe
HP:0100144	C4022277	Stippling of the epiphysis of the distal phalanx of the 3rd toe
HP:0100145	C4022276	Triangular epiphysis of the distal phalanx of the 3rd toe
HP:0100146	C4022275	Absent epiphysis of the middle phalanx of the 3rd toe
HP:0100147	C4022274	Bracket epiphysis of the middle phalanx of the 3rd toe
HP:0100148	C4022273	Cone-shaped epiphysis of the middle phalanx of the 3rd toe
HP:0100149	C4022272	Enlarged epiphysis of the middle phalanx of the 3rd toe
HP:0100150	C4022271	Fragmentation of the epiphysis of the middle phalanx of the 3rd toe
HP:0100151	C4022270	Irregular epiphysis of the middle phalanx of the 3rd toe
HP:0100152	C4022269	Ivory epiphysis of the middle phalanx of the 3rd toe
HP:0100153	C4022268	Pseudoepiphysis of the middle phalanx of the 3rd toe
HP:0100154	C4022267	Small epiphysis of the middle phalanx of the 3rd toe
HP:0100155	C4022266	Stippling of the epiphysis of the middle phalanx of the 3rd toe
HP:0100156	C4022265	Triangular epiphysis of the middle phalanx of the 3rd toe
HP:0100157	C4022264	Absent epiphysis of the proximal phalanx of the 3rd toe
HP:0100158	C4022263	Bracket epiphysis of the proximal phalanx of the 3rd toe
HP:0100159	C4022262	Cone-shaped epiphysis of the proximal phalanx of the 3rd toe
HP:0100160	C4022261	Enlarged epiphysis of the proximal phalanx of the 3rd toe
HP:0100161	C4022260	Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe
HP:0100162	C4022259	Irregular epiphysis of the proximal phalanx of the 3rd toe
HP:0100163	C4022258	Ivory epiphysis of the proximal phalanx of the 3rd toe
HP:0100164	C4022257	Pseudoepiphysis of the proximal phalanx of the 3rd toe
HP:0100165	C4022256	Small epiphysis of the proximal phalanx of the 3rd toe
HP:0100166	C4022255	Stippling of the epiphysis of the proximal phalanx of the 3rd toe
HP:0100167	C4022254	Triangular epiphysis of the proximal phalanx of the 3rd toe
HP:0100168	C4022253	Fragmented epiphyses
HP:0100169	C4022252	Absent epiphysis of the distal phalanx of the 4th toe
HP:0100170	C4022251	Bracket epiphysis of the distal phalanx of the 4th toe
HP:0100171	C4022250	Cone-shaped epiphysis of the distal phalanx of the 4th toe
HP:0100172	C4022249	Enlarged epiphysis of the distal phalanx of the 4th toe
HP:0100173	C4022248	Fragmentation of the epiphysis of the distal phalanx of the 4th toe
HP:0100174	C4022247	Irregular epiphysis of the distal phalanx of the 4th toe
HP:0100175	C4022246	Ivory epiphysis of the distal phalanx of the 4th toe
HP:0100176	C4022245	Pseudoepiphysis of the distal phalanx of the 4th toe
HP:0100177	C4022244	Small epiphysis of the distal phalanx of the 4th toe
HP:0100178	C4022243	Stippling of the epiphysis of the distal phalanx of the 4th toe
HP:0100179	C4022242	Triangular epiphysis of the distal phalanx of the 4th toe
HP:0100180	C4022241	Absent epiphysis of the middle phalanx of the 4th toe
HP:0100181	C4022240	Bracket epiphysis of the middle phalanx of the 4th toe
HP:0100182	C4022239	Cone-shaped epiphysis of the middle phalanx of the 4th toe
HP:0100183	C4022238	Enlarged epiphysis of the middle phalanx of the 4th toe
HP:0100184	C4022237	Fragmentation of the epiphysis of the middle phalanx of the 4th toe
HP:0100185	C4022236	Irregular epiphysis of the middle phalanx of the 4th toe
HP:0100186	C4022235	Ivory epiphysis of the middle phalanx of the 4th toe
HP:0100187	C4022234	Pseudoepiphysis of the middle phalanx of the 4th toe
HP:0100188	C4022233	Small epiphysis of the middle phalanx of the 4th toe
HP:0100189	C4022232	Stippling of the epiphysis of the middle phalanx of the 4th toe
HP:0100190	C4022231	Triangular epiphysis of the middle phalanx of the 4th toe
HP:0100191	C4022230	Absent epiphysis of the proximal phalanx of the 4th toe
HP:0100192	C4022229	Bracket epiphysis of the proximal phalanx of the 4th toe
HP:0100193	C4022228	Cone-shaped epiphysis of the proximal phalanx of the 4th toe
HP:0100194	C4022227	Enlarged epiphysis of the proximal phalanx of the 4th toe
HP:0100195	C4022226	Fragmentation of the epiphysis of the proximal phalanx of the 4th toe
HP:0100196	C4022225	Irregular epiphysis of the proximal phalanx of the 4th toe
HP:0100197	C4022224	Ivory epiphysis of the proximal phalanx of the 4th toe
HP:0100198	C4022223	Pseudoepiphysis of the proximal phalanx of the 4th toe
HP:0100199	C4022222	Small epiphysis of the proximal phalanx of the 4th toe
HP:0100200	C4022221	Stippling of the epiphysis of the proximal phalanx of the 4th toe
HP:0100201	C4022220	Triangular epiphysis of the proximal phalanx of the 4th toe
HP:0100202	C4022219	Absent epiphysis of the distal phalanx of the 5th toe
HP:0100203	C4022218	Bracket epiphysis of the distal phalanx of the 5th toe
HP:0100204	C4022217	Cone-shaped epiphysis of the distal phalanx of the 5th toe
HP:0100205	C4022216	Enlarged epiphysis of the distal phalanx of the 5th toe
HP:0100206	C4022215	Fragmentation of the epiphysis of the distal phalanx of the 5th toe
HP:0100207	C4022214	Irregular epiphysis of the distal phalanx of the 5th toe
HP:0100208	C4022213	Ivory epiphysis of the distal phalanx of the 5th toe
HP:0100209	C4022212	Pseudoepiphysis of the distal phalanx of the 5th toe
HP:0100210	C4022211	Small epiphysis of the distal phalanx of the 5th toe
HP:0100211	C4022210	Stippling of the epiphysis of the distal phalanx of the 5th toe
HP:0100212	C4022209	Triangular epiphysis of the distal phalanx of the 5th toe
HP:0100213	C4022208	Absent epiphysis of the middle phalanx of the 5th toe
HP:0100214	C4022207	Bracket epiphysis of the middle phalanx of the 5th toe
HP:0100215	C4022206	Cone-shaped epiphysis of the middle phalanx of the 5th toe
HP:0100216	C4022205	Enlarged epiphysis of the middle phalanx of the 5th toe
HP:0100217	C4022204	Fragmentation of the epiphysis of the middle phalanx of the 5th toe
HP:0100218	C4022203	Irregular epiphysis of the middle phalanx of the 5th toe
HP:0100219	C4022202	Ivory epiphysis of the middle phalanx of the 5th toe
HP:0100220	C4022201	Pseudoepiphysis of the middle phalanx of the 5th toe
HP:0100221	C4022200	Small epiphysis of the middle phalanx of the 5th toe
HP:0100222	C4022199	Stippling of the epiphysis of the middle phalanx of the 5th toe
HP:0100223	C4022198	Triangular epiphysis of the middle phalanx of the 5th toe
HP:0100224	C4022197	Absent epiphysis of the proximal phalanx of the 5th toe
HP:0100225	C4022196	Bracket epiphysis of the proximal phalanx of the 5th toe
HP:0100226	C4022195	Cone-shaped epiphysis of the proximal phalanx of the 5th toe
HP:0100227	C4022194	Enlarged epiphysis of the proximal phalanx of the 5th toe
HP:0100228	C4022193	Fragmentation of the epiphysis of the proximal phalanx of the 5th toe
HP:0100229	C4022192	Irregular epiphysis of the proximal phalanx of the 5th toe
HP:0100230	C4022191	Ivory epiphysis of the proximal phalanx of the 5th toe
HP:0100231	C4022190	Pseudoepiphysis of the proximal phalanx of the 5th toe
HP:0100232	C4022189	Small epiphysis of the proximal phalanx of the 5th toe
HP:0100233	C4022188	Stippling of the epiphysis of the proximal phalanx of the 5th toe
HP:0100234	C4022187	Triangular epiphysis of the proximal phalanx of the 5th toe
HP:0100235	C4022186	Synostosis involving bones of the toes
HP:0100237	C4022185	Proximal foot symphalangism
HP:0100238	C4022184	Synostosis involving bones of the upper limbs
HP:0100240	C4022183	Synostosis of joints
HP:0100241	C4022182	Ectopic respiratory mucosa
HP:0100242	C1261473	Sarcoma
HP:0100243	C0023269	Leiomyosarcoma
HP:0100244	C0016057	Fibrosarcoma
HP:0100245	C0079218	Desmoid tumors
HP:0100246	C0029440	Osteoma
HP:0100247	C0019521	Recurrent singultus
HP:0100247	C0744897	Recurrent singultus
HP:0100248	C0221169	Hemiballismus
HP:0100249	C2960760	Calcification of muscles
HP:0100250	C4022181	Meningeal calcification
HP:0100251	C4022180	Lipomas of the central neryous system
HP:0100252	C0011989	Diaphyseal dysplasia
HP:0100253	C4021027	Abnormality of the medullary cavity of the long bones
HP:0100254	C4022179	Stenosis of the medullary cavity of the long bones
HP:0100255	C0265294	Metaphyseal dysplasia
HP:0100256	C0333463	Senile plaques
HP:0100257	C0265554	Ectrodactyly
HP:0100258	C0345354	Preaxial polydactyly
HP:0100259	C0220697	Postaxial polydactyly
HP:0100260	C1848595	Mesoaxial polydactyly
HP:0100260	C4020689	Mesoaxial polydactyly
HP:0100261	C4021026	Abnormal tendon morphology
HP:0100262	C4022178	Synostosis involving digits
HP:0100263	C1861401	Distal symphalangism
HP:0100264	C1861385	Proximal symphalangism
HP:0100265	C4022177	Synostosis of metacarpals/metatarsals
HP:0100266	C4021025	Synostosis of carpals/tarsals
HP:0100267	C0341059	Lip pit
HP:0100268	C4022176	Upper lip pit
HP:0100269	C4022175	Paramedian lip pit
HP:0100270	C4022174	Abnormality of dorsoventral patterning of the limbs
HP:0100271	C4022173	Hyponasal speech
HP:0100272	C0266624	Branchial sinus
HP:0100273	C0009375	Neoplasm of the colon
HP:0100274	C1862052	Gustatory lacrimation
HP:0100275	C1854699	Diffuse cerebellar atrophy
HP:0100276	C4020712	Skin pit
HP:0100276	C4022172	Skin pit
HP:0100277	C4022171	Periauricular skin pits
HP:0100279	C0009324	Ulcerative colitis
HP:0100280	C0010346	Crohn's disease
HP:0100281	C0267375	Chronic colitis
HP:0100282	C2118460	Acute colitis
HP:0100283	C4022170	EMG
HP:0100284	C4022169	EMG
HP:0100285	C4022168	EMG
HP:0100287	C4022167	EMG
HP:0100288	C4022166	EMG
HP:0100289	C4022165	Abnormality of pattern reversal visual evoked potentials
HP:0100290	C4022164	Abnormality of peripheral somatosensory evoked potentials
HP:0100291	C4022163	Abnormality of central somatosensory evoked potentials
HP:0100292	C4022162	Amyloidosis of peripheral nerves
HP:0100293	C0333759	Muscle fiber hypertrophy
HP:0100295	C0333751	Muscle fiber atrophy
HP:0100296	C0333757	Perifascicular muscle fiber atrophy
HP:0100297	C4022161	Increased endomysial connective tissue
HP:0100298	C4022160	Motheaten muscle fibers
HP:0100299	C4022159	Muscle fiber inclusion bodies
HP:0100300	C4022158	Desmin bodies
HP:0100301	C4021024	Muscle fiber tubular inclusions
HP:0100302	C4021023	Muscle fiber tubuloreticular inclusions
HP:0100303	C4022157	Muscle fiber cytoplasmatic inclusion bodies
HP:0100304	C4022156	Muscle fiber intranuclear inclusion bodies
HP:0100305	C0333770	Ring fibers
HP:0100306	C4022155	Muscle fiber hyaline bodies
HP:0100307	C4022154	Cerebellar hemisphere hypoplasia
HP:0100308	C4022153	Cerebral cortical hemiatrophy
HP:0100309	C0018946	Subdural hemorrhage
HP:0100310	C0238154	Epidural hemorrhage
HP:0100311	C4022152	Cerebral ventricular adhesions
HP:0100312	C4022151	Cerebral germinoma
HP:0100313	C4022150	Cerebral granulomatosis
HP:0100314	C4022149	Cerebral inclusion bodies
HP:0100315	C0085200	Lewy bodies
HP:0100315	C0752347	Lewy bodies
HP:0100316	C0521178	Hirano bodies
HP:0100317	C4021022	Argyrophilic inclusion bodies
HP:0100318	C0333749	Lafora bodies
HP:0100319	C4021021	Cerebral hyaline bodies
HP:0100320	C0333731	Rosenthal fibres
HP:0100321	C4022148	Abnormality of the dentate nucleus
HP:0100322	C4022147	Aplasia of the pyramidal tract
HP:0100323	C4020710	Juvenile aseptic necrosis
HP:0100323	C4022146	Juvenile aseptic necrosis
HP:0100324	C0011644	Scleroderma
HP:0100324	C1274865	Scleroderma
HP:0100326	C0237653	Immunologic hypersensitivity
HP:0100327	C0266815	Cow milk allergy
HP:0100328	C4022145	Carpometacarpal synostosis
HP:0100329	C4022144	Tarsometatarsal synostosis
HP:0100333	C0392006	Unilateral cleft lip
HP:0100334	C4022143	Unilateral cleft palate
HP:0100335	C4021020	Non-midline cleft lip
HP:0100336	C0392005	Bilateral cleft lip
HP:0100337	C3553084	Bilateral cleft palate
HP:0100338	C4022142	Non-midline cleft palate
HP:0100339	C4022141	Abnormality of the os naviculare pedis
HP:0100340	C4022140	Fibular deviation of the 4th toe
HP:0100341	C4022139	Tibial deviation of the 4th toe
HP:0100342	C4022138	Fibular deviation of the 3rd toe
HP:0100343	C4022137	Tibial deviation of the 3rd toe
HP:0100344	C4022136	Fibular deviation of the 2nd toe
HP:0100345	C4022135	Tibial deviation of the 2nd toe
HP:0100346	C4022134	Fibular deviation of the 5th toe
HP:0100347	C4022133	Tibial deviation of the 5th toe
HP:0100348	C4021019	Contracture of the proximal interphalangeal joint of the 2nd toe
HP:0100349	C4021018	Contracture of the proximal interphalangeal joint of the 3rd toe
HP:0100350	C4021017	Contracture of the proximal interphalangeal joint of the 4th toe
HP:0100351	C4021016	Contractures of the proximal interphalangeal joint of the 5th toe
HP:0100352	C4021015	Contracture of the distal interphalangeal joint of the 2nd toe
HP:0100353	C4022132	Contracture of the distal interphalangeal joint of the 3rd toe
HP:0100354	C4022131	Contracture of the distal interphalangeal joint of the 4th toe
HP:0100355	C4022130	Contractures of the distal interphalangeal joint of the 5th toe
HP:0100356	C4022129	Contracture of the metatarsophalangeal joint of the 2nd toe
HP:0100357	C4022128	Contracture of the metatarsophalangeal joint of the 3rd toe
HP:0100358	C4022127	Contracture of the metatarsophalangeal joint of the 4th toe
HP:0100359	C4022126	Contracture of the metatarsophalangeal joint of the 5th toe
HP:0100360	C2750635	Contractures of the joints of the upper limbs
HP:0100362	C4022125	Aplasia of the phalanges of the 3rd toe
HP:0100363	C4022124	Aplasia of the phalanges of the 4th toe
HP:0100364	C4022123	Aplasia of the phalanges of the 5th toe
HP:0100366	C4021014	Short phalanx of the 3rd toe
HP:0100367	C4021013	Short phalanx of the 4th toe
HP:0100368	C4021012	Short phalanx of the 5th toe
HP:0100369	C4022122	Aplasia/Hypoplasia of the distal phalanx of the 3rd toe
HP:0100370	C4022121	Aplasia/Hypoplasia of the distal phalanx of the 4th toe
HP:0100371	C4022120	Aplasia/Hypoplasia of the distal phalanx of the 5th toe
HP:0100372	C4022119	Aplasia/Hypoplasia of the middle phalanx of the 3rd toe
HP:0100373	C4022118	Aplasia/Hypoplasia of the middle phalanx of the 4th toe
HP:0100374	C4022117	Aplasia/Hypoplasia of the middle phalanx of the 5th toe
HP:0100375	C4022116	Aplasia/hypoplasia of the proximal phalanx of the 3rd toe
HP:0100376	C4022115	Aplasia/hypoplasia of the proximal phalanx of the 4th toe
HP:0100377	C4022114	Aplasia/hypoplasia of the proximal phalanx of the 5th toe
HP:0100378	C4021011	Absent distal phalanx of the 3rd toe
HP:0100379	C4022113	Aplasia of the distal phalanx of the 4th toe
HP:0100380	C4022112	Aplasia of the distal phalanx of the 5th toe
HP:0100381	C4021010	Absent middle phalanx of the 3rd toe
HP:0100382	C4022111	Aplasia of the middle phalanx of the 4th toe
HP:0100383	C4022110	Aplasia of the middle phalanx of the 5th toe
HP:0100384	C4021009	Absent proximal phalanx of the 3rd toe
HP:0100385	C4022109	Aplasia of the proximal phalanx of the 4th toe
HP:0100386	C4022108	Aplasia of the proximal phalanx of the 5th toe
HP:0100387	C4022107	Aplasia of the middle phalanges of the toes
HP:0100388	C4022106	Aplasia of the proximal phalanges of the toes
HP:0100389	C4021008	Short distal phalanx of the 3rd toe
HP:0100390	C4021007	Short distal phalanx of the 4th toe
HP:0100391	C4021006	Short distal phalanx of the 5th toe
HP:0100392	C4021005	Short middle phalanx of the 3rd toe
HP:0100393	C4021004	Short middle phalanx of the 4th toe
HP:0100394	C4021003	Short middle phalanx of the 5th toe
HP:0100395	C4021002	Short proximal phalanx of the 3rd toe
HP:0100396	C4021001	Short proximal phalanx of the 4th toe
HP:0100397	C4021000	Short proximal phalanx of the 5th toe
HP:0100398	C4020999	Duplication of the distal phalanx of the 3rd toe
HP:0100399	C4020998	Duplication of the distal phalanx of the 4th toe
HP:0100400	C4020997	Duplication of the distal phalanx of the 5th toe
HP:0100401	C4020996	Duplication of the middle phalanx of the 3rd toe
HP:0100402	C4020995	Duplication of the middle phalanx of the 4th toe
HP:0100403	C4020994	Duplication of the middle phalanx of the 5th toe
HP:0100404	C4020993	Duplication of the proximal phalanx of the 3rd toe
HP:0100405	C4020992	Duplication of the proximal phalanx of the 4th toe
HP:0100406	C4020991	Duplication of the proximal phalanx of the 5th toe
HP:0100407	C4020990	Complete duplication of the distal phalanx of the 3rd toe
HP:0100408	C4020989	Complete duplication of the distal phalanx of the 4th toe
HP:0100409	C4020988	Complete duplication of the distal phalanx of the 5th toe
HP:0100410	C4020987	Complete duplication of the middle phalanx of the 3rd toe
HP:0100411	C4020986	Complete duplication of the middle phalanx of the 4th toe
HP:0100412	C4020985	Complete duplication of the middle phalanx of the 5th toe
HP:0100413	C4022105	Complete duplication of the proximal phalanx of the 3rd toe
HP:0100414	C4022104	Complete duplication of the proximal phalanx of the 4th toe
HP:0100415	C4020984	Complete duplication of the proximal phalanx of the 5th toe
HP:0100416	C4020983	Partial duplication of the distal phalanx of the 3rd toe
HP:0100417	C4020982	Partial duplication of the distal phalanx of the 4th toe
HP:0100418	C4020981	Partial duplication of the distal phalanx of the 5th toe
HP:0100419	C4020980	Partial duplication of the middle phalanx of the 3rd toe
HP:0100420	C4020979	Partial duplication of the middle phalanx of the 4th toe
HP:0100421	C4020978	Partial duplication of the middle phalanx of the 5th toe
HP:0100422	C4020977	Partial duplication of the proximal phalanx of the 3rd toe
HP:0100423	C4022103	Partial duplication of the proximal phalanx of the 4th toe
HP:0100424	C4020976	Partial duplication of the proximal phalanx of the 5th toe
HP:0100425	C4022102	Broad middle phalanx of the 3rd toe
HP:0100426	C4022101	Broad middle phalanx of the 4th toe
HP:0100427	C4022100	Broad middle phalanx of the 5th toe
HP:0100428	C4022099	Broad proximal phalanx of the 3rd toe
HP:0100429	C4022098	Broad proximal phalanx of the 4th toe
HP:0100430	C4022097	Broad proximal phalanx of the 5th toe
HP:0100431	C4022096	Broad distal phalanx of the 3rd toe
HP:0100432	C4022095	Broad distal phalanx of the 4th toe
HP:0100433	C4022094	Broad distal phalanx of the 5th toe
HP:0100434	C4022093	Bullet-shaped middle phalanx of the 3rd toe
HP:0100435	C4022092	Bullet-shaped middle phalanx of the 4th toe
HP:0100436	C4022091	Bullet-shaped middle phalanx of the 5th toe
HP:0100437	C4022090	Bullet-shaped proximal phalanx of the 3rd toe
HP:0100438	C4022089	Bullet-shaped proximal phalanx of the 4th toe
HP:0100439	C4022088	Bullet-shaped proximal phalanx of the 5th toe
HP:0100440	C4022087	Bullet-shaped distal phalanx of the 3rd toe
HP:0100441	C4022086	Bullet-shaped distal phalanx of the 4th toe
HP:0100442	C4022085	Bullet-shaped distal phalanx of the 5th toe
HP:0100443	C4022084	Curved middle phalanx of the 3rd toe
HP:0100444	C4022083	Curved middle phalanx of the 4th toe
HP:0100445	C4022082	Curved middle phalanx of the 5th toe
HP:0100446	C4022081	Curved proximal phalanx of the 3rd toe
HP:0100447	C4022080	Curved proximal phalanx of the 4th toe
HP:0100448	C4022079	Curved proximal phalanx of the 5th toe
